1,241.0789448,104.4178683,,,230.879014
2,240.2674902,104.0664052,,,
3,239.9568198,103.9318454,,,
4,239.9486779,103.9283189,,,
5,239.4276697,103.702656,,,
6,239.1204469,103.5695894,,,
7,239.1845365,103.5973484,,,
8,238.3090493,103.218151,,,
9,237.642185,102.9293139,,,
10,237.3249689,102.7919189,,,
11,236.9336302,102.6224195,,,
12,237.0293437,102.6638756,,,
13,236.148349,102.2822928,,,
14,236.1023541,102.2623711,,,
15,236.3404899,102.3655142,,,
16,236.8575211,102.5894545,,,
17,236.7895757,102.5600255,,,
18,236.5202053,102.4433539,,,
19,236.5892443,102.4732565,,,
20,236.0105764,102.2226197,,,
21,235.8744589,102.1636635,,,
22,236.5070177,102.437642,,,
23,236.2214937,102.3139737,,,
24,236.0324917,102.2321118,,,
25,235.234108,101.88631,,,
26,234.9162309,101.7486288,,,
27,234.6335409,101.626188,,,
28,234.2018841,101.4392257,,,
29,234.2507093,101.4603732,,,
30,233.4832419,101.1279622,,,
31,233.1832347,100.9980209,,,
32,232.6233907,100.7555371,,,
33,231.4743254,100.2578456,,,
34,231.2344295,100.1539401,,,
35,231.2348764,100.1541337,,,
36,231.2268689,100.1506654,,,
37,232.8326603,100.8461775,,,
38,232.6490978,100.7666716,,,
39,232.7588357,100.8142021,,,
40,232.784016,100.8251083,,,
41,232.9589197,100.9008639,,,
42,233.3635221,101.0761082,,,
43,233.7726198,101.2532996,,,
44,235.0477494,101.805593,,,
45,233.9634006,101.335932,,,
46,234.3049755,101.4838774,,,
47,234.3695455,101.5118444,,,
48,233.9365883,101.3243188,,,
49,234.1358857,101.41064,,,
50,233.2663289,101.0340112,,,
51,233.1903428,101.0010996,,,
52,233.2064343,101.0080692,,,
53,233.160925,100.9883579,,,
54,232.8792998,100.8663784,,,
55,232.7484772,100.8097155,,,
56,232.4574025,100.6836431,,,
57,232.91443,100.8815942,,,
58,233.0769383,100.951981,,,
59,232.7400354,100.8060591,,,
60,232.0796215,100.5200159,,,
61,232.9165056,100.8824932,,,
62,233.3632175,101.0759763,,,
63,232.9798055,100.9099101,,,
64,233.2867964,101.0428762,,,
65,232.7517044,100.8111133,,,
66,232.9026689,100.8765001,,,
67,232.43223,100.6727402,,,
68,232.599044,100.7449919,,,
69,232.5299408,100.7150614,,,
70,231.6076898,100.3156094,,,
71,231.577006,100.3023194,,,
72,232.0627838,100.512723,,,
73,231.5058976,100.2715204,,,
74,232.2743877,100.6043744,,,
75,232.6882456,100.7836276,,,
76,232.0602072,100.511607,,,
77,231.7266528,100.3671355,,,
78,231.4630179,100.252948,,,
79,230.8834967,100.0019416,,,
80,230.5223617,99.84552416,,,
81,230.5217283,99.84524982,,,
82,230.3433921,99.76800754,,,
83,230.3692763,99.7792187,,,
84,230.7762527,99.95549128,,,
85,229.8713681,99.56356107,,,
86,229.8213393,99.54189223,,,
87,230.5165185,99.84299331,,,
88,230.0223151,99.62894033,,,
89,230.78556,99.95952252,,,
90,229.6344697,99.46095391,,,
91,230.2740912,99.73799143,,,
92,230.7116976,99.9275307,,,
93,230.4379694,99.80897155,,,
94,231.3892698,100.2210057,,,
95,229.8815871,99.5679872,,,
96,229.9362266,99.59165306,,,
97,230.1022675,99.6635699,,,
98,230.3980265,99.79167119,,,
99,230.8371351,99.98186111,,,
100,230.6366252,99.8950148,,,
101,231.1584596,100.1210355,,,
102,231.29509,100.1802139,,,
103,232.3634923,100.6429681,,,
104,232.9848838,100.9121097,,,
105,231.9080343,100.4456968,,,
106,233.1100886,100.9663393,,,
107,233.1079624,100.9654184,,,
108,233.3451379,101.0681455,,,
109,234.3948187,101.5227909,,,
110,233.5948931,101.1763213,,,
111,233.9253599,101.3194555,,,
112,234.8433898,101.7170793,,,
113,235.875894,102.1642851,,,
114,235.4000306,101.9581756,,,
115,234.4823544,101.560705,,,
116,234.4615997,101.5517156,,,
117,235.3302339,101.9279448,,,
118,235.2079945,101.8749996,,,
119,236.3551171,102.3718497,,,
120,235.099309,101.8279249,,,
121,235.8599417,102.1573757,,,
122,236.423774,102.4015868,,,
123,236.766786,102.5501547,,,
124,238.0928489,103.1245087,,,
125,236.0766551,102.2512402,,,
126,236.1939167,102.3020294,,,
127,236.7994429,102.5642993,,,
128,236.4187354,102.3994045,,,
129,236.5303884,102.4477644,,,
130,235.7964366,102.1298699,,,
131,235.3763808,101.9479323,,,
132,236.641036,102.4956889,,,
133,236.050075,102.2397276,,,
134,236.2594673,102.3304211,,,
135,234.8243652,101.7088392,,,
136,234.2207644,101.4474033,,,
137,234.0888621,101.3902728,,,
138,233.4205582,101.1008121,,,
139,233.5087391,101.1390057,,,
140,232.0337692,100.500156,,,
141,231.3096099,100.1865028,,,
142,231.656415,100.3367136,,,
143,231.8975091,100.441138,,,
144,231.7110953,100.3603971,,,
145,230.373228,99.78093028,,,
146,230.4319301,99.80635577,,,
147,230.784351,99.95899887,,,
148,229.8723181,99.56397254,,,
149,229.9472302,99.59641901,,,
150,227.8279006,98.67847954,,,
151,226.5429799,98.12194533,,,
152,225.2780024,97.57404906,,,
153,224.3810712,97.18556369,,,
154,223.7905962,96.92981286,,,
155,222.7023645,96.45847002,,,
156,222.5460983,96.39078686,,,
157,221.9820568,96.1464851,,,
158,221.9327664,96.12513609,,,
159,222.5619541,96.39765444,,,
160,222.3532221,96.30724692,,,
161,222.7128402,96.46300733,,,
162,223.0299581,96.60035975,,,
163,223.8999479,96.97717606,,,
