1,232.9045755
2,238.1430597
3,236.1934541
4,233.5212628
5,236.7919223
6,234.1917485
7,232.0684457
8,236.1147511
9,232.8735929
10,238.8929803
11,234.2935502
12,233.9135962
13,238.4503404
14,235.8967677
15,236.500001
16,235.4930925
17,238.7138324
18,238.6028178
19,238.9732527
20,239.0963711
21,237.3584197
22,241.7194627
23,243.7979171
24,243.263861
25,240.0877134
26,245.2103384
27,241.9418694
28,242.1858662
29,241.252123
30,246.4814156
31,249.0598309
32,241.3988571
33,246.994755
34,246.6987955
35,245.4257419
36,239.9733264
37,238.9474526
38,238.5549312
39,238.4740303
40,238.7281223
41,238.1629515
42,238.9634976
43,237.8975965
44,238.0209788
45,237.8943336
46,237.829096
47,238.1400118
48,238.2552713
49,237.9204451
50,238.7274074
51,238.7274074
52,239.6574017
53,240.8863252
54,249.9292085
55,246.8451065
56,244.234217
57,243.5580091
58,243.9946608
59,243.9946608
60,243.9946608
61,243.9946608
62,243.9946608
63,243.9946608
64,243.9946608
65,243.9946608
66,243.9946608
67,243.9946608
68,243.9946608
69,243.9946608
70,243.9946608
71,242.3707493
72,242.3707493
73,238.9562308
74,242.3707493
75,249.307617
76,247.8333851
77,247.0994044
78,249.7000662
79,249.33575
80,249.3113169
81,245.6259649
82,245.1572486
83,245.3629647
84,247.9395407
85,249.0436745
86,247.391718
87,245.3660953
88,247.4160774
89,242.4620218
90,248.3402796
91,247.6476557
92,246.9090266
93,247.0875443
94,246.7531721
95,248.5651916
96,245.9741062
97,243.5105169
98,243.6271808
99,243.0501832
100,245.005927
101,231.6233294
102,231.6233294
103,231.6233294
104,231.6233294
105,231.6233294
106,231.6233294
107,231.6233294
108,231.6233294
109,231.6233294
110,231.6233294
111,231.6233294
112,231.6233294
113,237.2753151
114,237.2753151
115,235.1369013
116,236.0021842
117,220.6751639
118,237.0066202
119,236.8140725
120,237.7401198
121,237.3633999
122,237.1232768
123,237.1867812
124,238.8662002
125,239.3707297
126,239.8308146
127,240.0058982
128,239.9806216
129,239.8240156
130,241.2026156
131,241.3176103
132,240.6527242
133,240.5252417
134,239.9614305
135,242.4139155
136,239.4213734
137,237.9289862
138,239.6067565
139,245.6899393
140,246.1767469
141,242.2866175
142,243.5774879
143,238.9856099
144,242.9353529
145,239.7314135
146,233.0085655
147,241.4523888
148,245.0892633
149,240.6968573
150,244.9119901
151,239.1746168
152,236.8105398
153,237.6754295
154,237.4295815
155,236.8191212
156,238.7503248
157,237.3759171
158,239.7534282
159,239.1099249
160,239.1099249
161,239.1099249
162,239.1099249
163,239.1099249
164,239.1099249
165,239.1099249
166,239.1099249
167,239.1099249
168,239.1099249
169,239.1099249
170,239.1099249
171,239.1099249
172,236.380685
173,233.9486699
174,238.1747386
175,232.2922198
176,228.5325506
177,227.8040586
178,232.5451916
179,234.5825861
180,227.0581827
181,232.8116442
182,241.1098507
183,238.9029548
184,238.9029548
185,236.5885278
186,236.1169418
187,236.1169418
188,236.1169418
189,240.9151263
190,248.1419115
191,241.7655769
192,241.8605179
193,243.4766026
194,242.4602046
195,247.9310954
196,244.6810346
197,244.283028
198,244.0078217
199,236.3296771
200,236.8105938
201,234.1476323
202,238.8794657
203,237.2169394
204,237.7327613
205,239.4350609
206,244.5366602
207,241.5268417
208,240.0323313
209,239.7572086
210,237.8644939
211,238.202607
212,238.1225967
213,236.5906056
214,238.5979992
215,236.0148513
216,237.3137188
217,237.065207
218,238.5051382
219,233.5314729
220,238.3954498
221,234.6584992
222,235.3327595
223,234.8419072
224,232.5256452
225,237.6625116
226,235.2357793
227,237.8991182
228,237.2327355
229,236.8244125
230,239.9675788
231,239.039201
232,235.7465432
233,236.2073731
